
Running Simulations of:  10000000 steps
check: 20 win lines
output every:10000000 steps
Statistics
Combinations for each win
Step:            10000000
	 Symbol		5 in a row     4 in a row   3 in a row   2 in a row
****************************************************************************************************
          Atkins             3(0.00000001)           171(0.00000085)          3024(0.00001512)          6213(0.00003107)          9411(0.00004705) 
           Steak          2556(0.00001278)         17642(0.00008821)        193743(0.00096871)       1947938(0.00973969)       2161879(0.01080940) 
             Ham          5674(0.00002837)         30618(0.00015309)        250882(0.00125441)       1880675(0.00940338)       2167849(0.01083924) 
    BuffaloWings          4542(0.00002271)         31869(0.00015934)        348706(0.00174353)       2564140(0.01282070)       2949257(0.01474629) 
         Sausage          9466(0.00004733)         51440(0.00025720)        325211(0.00162605)             0(0.00000000)        386117(0.00193058) 
            Eggs          5603(0.00002801)         39593(0.00019797)        314316(0.00157158)             0(0.00000000)        359512(0.00179756) 
          Butter         12036(0.00006018)         63640(0.00031820)        527901(0.00263950)             0(0.00000000)        603577(0.00301788) 
          Cheese         11972(0.00005986)         82545(0.00041273)        511029(0.00255514)             0(0.00000000)        605546(0.00302773) 
           Bacon         17617(0.00008808)        124037(0.00062018)        615650(0.00307825)             0(0.00000000)        757304(0.00378652) 
      Mayonnaise         17623(0.00008812)        124551(0.00062276)        769327(0.00384664)             0(0.00000000)        911501(0.00455750) 
****************************************************************************************************
          Total:        87092(0.00043546)        566106(0.00283053)       3859789(0.01929894)       6398966(0.03199483)      10911953(0.05455976) 
****************************************************************************************************
****************************************************************************************************
Total line combinations:200000000
games_win=0.05455977
Prob bonus=0.01118450
game_win_scatter=0.09861990
Hit rate: 0.91642623
****************************************************************************************************
END OF SIMULATION
****************************************************************************************************
Statistics
Combinations for each win
Step:            10000000
	 Symbol		5 in a row     4 in a row   3 in a row   2 in a row
****************************************************************************************************
          Atkins             3(0.00000001)           171(0.00000085)          3024(0.00001512)          6213(0.00003107)          9411(0.00004705) 
           Steak          2556(0.00001278)         17642(0.00008821)        193743(0.00096871)       1947938(0.00973969)       2161879(0.01080940) 
             Ham          5674(0.00002837)         30618(0.00015309)        250882(0.00125441)       1880675(0.00940338)       2167849(0.01083924) 
    BuffaloWings          4542(0.00002271)         31869(0.00015934)        348706(0.00174353)       2564140(0.01282070)       2949257(0.01474629) 
         Sausage          9466(0.00004733)         51440(0.00025720)        325211(0.00162605)             0(0.00000000)        386117(0.00193058) 
            Eggs          5603(0.00002801)         39593(0.00019797)        314316(0.00157158)             0(0.00000000)        359512(0.00179756) 
          Butter         12036(0.00006018)         63640(0.00031820)        527901(0.00263950)             0(0.00000000)        603577(0.00301788) 
          Cheese         11972(0.00005986)         82545(0.00041273)        511029(0.00255514)             0(0.00000000)        605546(0.00302773) 
           Bacon         17617(0.00008808)        124037(0.00062018)        615650(0.00307825)             0(0.00000000)        757304(0.00378652) 
      Mayonnaise         17623(0.00008812)        124551(0.00062276)        769327(0.00384664)             0(0.00000000)        911501(0.00455750) 
****************************************************************************************************
          Total:        87092(0.00043546)        566106(0.00283053)       3859789(0.01929894)       6398966(0.03199483)      10911953(0.05455976) 
RETURN TABLE
Return of each win
	 Symbol  5 in a row 4 in a row 3 in a row 2 in a row
************************************************************************************
          Atkins 0.00007 0.00043 0.00076 0.00016 0.00141
           Steak 0.01278 0.01764 0.03875 0.02922 0.09839
             Ham 0.01418 0.02296 0.03763 0.01881 0.09359
    BuffaloWings 0.00681 0.01593 0.04359 0.02564 0.09198
         Sausage 0.00947 0.01929 0.03252 0.00000 0.06128
            Eggs 0.00560 0.01485 0.03143 0.00000 0.05188
          Butter 0.00602 0.01591 0.03959 0.00000 0.06152
          Cheese 0.00599 0.02064 0.03833 0.00000 0.06495
           Bacon 0.00440 0.01550 0.03078 0.00000 0.05069
      Mayonnaise 0.00441 0.01557 0.03847 0.00000 0.05844
************************************************************************************
          Total:0.06974 0.15872 0.33185 0.07382 0.63413
Scatter Pays
********************************************************************************
Total Scatters   Pays   Combinations  Probability  Return
             5   100       130	  0.000013  0.001300
             4    25      6266	  0.000627  0.015665
             3     5    105449	  0.010545  0.052724
             2     0    874484	  0.087448  0.000000
             1     0   3531560	  0.353156  0.000000
